epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,16511.1,0.45233,0.90665,0.97743,0.67657,0.00999987,0.00333329,0.00999987,0.00333329,0.00999987,0.00333329,0.00999987,0.00333329
